C1_total,C2_total,C3_total,total,grade,sex,C1_1ai,C1_1aii,C1_1bi,C1_1bii,C1_1biii,C1_1biv,C1_1ci,C1_1cii,C1_1di,C1_1dii,C1_1e,C1_1eSPaG,C1_2ai,C1_2aii,C1_2bi,C1_2bii,C1_2biii,C1_2biv,C1_2bv,C1_2c,C1_2d,C1_3ai,C1_3aii,C1_3aiii,C1_3bi,C1_3bii,C1_3ci,C1_3cii,C1_3d,C2_Aa,C2_Ab,C2_Ac,C2_Adi,C2_Adii,C2_Aei,C2_Aeii,C2_Aeiii,C2_Aeiv,C2_Af,C2_Ag,C2_Bai,C2_Baii,C2_Bb,C2_Bc,C2_Bd,C2_Be,C2_Bf,C2_C,C2_CSPaG,C3_1ai,C3_1aii,C3_1bi,C3_1bii,C3_1biii,C3_1c,C3_2ai,C3_2aii,C3_2b,C3_2ci,C3_2cii,C3_2ciii,C3_2d,C3_3ai,C3_3aii,C3_3aiii,C3_3b,C3_3ci,C3_3cii,C3_3di,C3_3dii,C3_3e,C3_3f,C3_3fSPaG
35,33,24,92,2,F,1,2,1,1,0,,0,0,0,1,2,2,2,4,1,1,2,0,0,0,2,2,1,4,1,2,1,1,1,3,2,2,0,0,1,1,2,1,2,3,1,0,0,2,3,0,1,6,3,0,1,0,0,1,1,2,1,1,1,1,1,1,2,2,0,0,2,0,0,2,0,2,3
70,49,57,176,7,F,1,3,1,1,0,1,2,4,2,1,6,3,4,4,1,2,3,2,2,5,3,2,1,1,1,3,3,3,5,3,3,3,4,0,1,2,2,1,1,4,1,0,3,1,3,2,2,9,4,1,2,2,1,2,5,2,3,1,1,1,2,3,3,2,4,1,2,2,0,3,3,8,3
37,29,17,83,2,F,1,2,1,1,2,1,0,1,2,0,1,2,4,3,1,0,2,0,0,0,1,1,2,,1,1,2,2,3,2,1,2,1,0,1,1,0,1,1,2,1,1,0,2,3,0,1,6,3,0,1,0,0,0,0,2,1,2,0,1,0,0,2,2,0,0,,1,0,3,0,1,1
56,53,44,153,6,F,1,3,1,0,2,0,0,2,3,0,6,3,2,4,1,2,2,0,0,1,4,3,0,2,1,2,3,4,4,3,3,2,4,2,1,3,1,0,2,2,1,1,2,2,3,4,2,11,4,0,0,2,1,2,2,2,2,2,1,1,2,3,3,2,1,1,2,2,0,3,2,5,3
75,50,50,175,7,F,1,3,1,1,2,1,0,4,3,2,5,3,4,4,1,2,3,2,2,4,5,4,1,4,1,1,3,2,6,5,1,2,3,2,1,1,2,0,2,3,1,2,2,2,5,4,1,7,4,0,2,2,2,2,2,2,2,2,1,1,1,2,3,2,3,1,1,2,0,4,0,9,4
54,49,42,145,5,F,1,3,1,1,2,0,0,2,0,0,4,3,4,3,1,2,2,0,0,0,4,4,1,1,1,0,3,4,7,2,2,4,4,2,1,2,2,1,0,3,1,1,2,2,2,2,0,12,4,0,1,0,0,2,2,2,1,2,1,1,2,2,2,2,4,0,2,2,1,4,1,5,3
52,43,38,133,4,M,1,3,1,0,0,1,0,2,2,1,4,3,4,2,1,2,3,2,0,2,5,2,1,0,1,1,3,2,3,2,2,4,4,3,0,3,0,1,2,4,0,0,0,0,2,0,3,9,4,1,2,2,1,3,0,2,0,1,1,1,1,,3,2,4,1,2,2,0,0,1,5,3
61,43,38,142,5,F,1,3,1,1,2,,0,3,2,2,5,3,2,4,1,2,3,2,0,3,4,3,1,,1,2,3,2,5,1,2,4,4,2,1,2,0,0,1,3,1,0,3,1,3,3,1,8,3,0,,2,1,0,2,2,2,1,1,1,2,0,3,2,3,1,2,2,1,2,1,4,3
43,23,27,93,3,M,1,3,1,1,0,1,0,1,0,2,3,3,4,4,1,1,3,1,0,0,3,3,1,1,1,0,2,1,1,2,1,2,,1,0,2,0,0,1,1,1,1,1,1,0,2,0,5,2,0,,2,2,0,1,1,0,2,1,1,0,1,2,2,3,1,,2,0,0,0,4,2
59,35,31,125,4,M,1,3,1,1,1,0,4,,2,1,4,3,4,4,1,2,3,2,2,4,,3,1,1,1,4,3,3,,5,2,4,4,,1,3,2,0,1,1,1,1,1,2,,1,,3,3,1,2,2,2,,,2,1,2,1,1,2,,3,2,4,1,2,2,0,,1,,
52,32,29,113,3,M,1,3,1,1,2,0,3,2,3,2,3,3,4,3,1,2,3,0,0,0,4,3,1,0,1,0,2,1,3,3,1,2,2,1,1,1,0,0,1,2,1,0,1,1,3,2,2,5,3,0,0,1,0,0,2,2,0,1,1,1,1,0,2,2,4,0,,2,0,2,1,4,3
66,50,47,163,6,M,1,3,1,1,1,1,0,4,1,2,4,4,1,4,1,2,3,2,1,3,6,3,0,1,1,4,3,4,4,2,2,4,4,2,1,2,1,0,2,3,1,1,4,1,4,4,2,7,3,1,1,2,1,3,0,2,2,2,1,1,1,2,3,2,3,1,,2,1,3,3,7,3
56,24,34,114,3,M,1,3,1,1,2,1,0,2,0,2,4,3,4,2,1,2,3,2,0,3,4,4,1,,1,2,0,3,4,1,1,0,3,0,1,1,0,1,2,1,1,1,0,1,1,2,0,4,3,0,1,0,1,1,0,1,1,2,1,1,1,1,2,2,3,1,2,2,0,0,1,6,4
72,58,53,183,8,F,1,3,1,1,2,1,1,3,3,2,4,3,4,3,1,2,3,2,1,4,4,4,1,1,1,2,3,5,6,4,4,4,3,3,1,3,2,0,1,5,1,2,3,2,5,4,2,6,3,0,2,2,1,1,3,2,2,2,1,1,2,1,3,2,4,1,2,2,0,4,1,10,4
45,43,34,122,3,F,1,3,1,1,1,0,0,2,1,1,3,3,2,3,1,2,2,0,0,3,3,0,1,2,1,0,3,2,3,3,1,3,2,1,1,3,0,1,1,4,1,1,0,2,3,2,1,9,4,0,2,2,1,0,1,2,2,1,1,1,1,1,3,2,2,1,2,2,0,1,0,5,1
53,51,47,151,5,F,1,3,1,1,2,0,0,3,3,1,3,3,2,4,1,2,3,0,0,4,3,2,1,,1,2,3,1,3,3,4,4,4,1,1,2,1,1,1,6,1,1,1,1,1,3,1,10,4,1,2,2,2,1,5,2,1,2,1,1,2,2,3,2,3,1,2,2,1,,0,6,3
53,38,27,118,3,M,1,3,0,1,2,0,0,2,1,1,4,3,4,4,1,2,2,0,1,2,2,3,1,1,0,3,3,2,4,2,1,4,4,1,1,3,1,1,1,4,0,1,0,2,1,1,1,6,3,1,2,2,0,0,0,0,0,2,1,1,1,1,0,2,2,0,,1,1,2,0,6,2
43,41,38,122,3,M,1,3,1,1,0,0,0,4,3,0,3,3,1,2,1,0,2,1,0,0,5,2,0,1,1,0,3,1,4,2,3,2,3,2,1,2,0,1,2,4,0,0,1,1,3,4,1,6,3,0,0,2,2,2,1,2,2,2,1,1,0,2,2,2,4,1,2,2,0,1,2,3,2
76,52,56,184,8,M,1,3,1,1,1,1,1,6,0,2,4,3,4,4,1,2,3,2,0,3,5,4,2,4,1,3,3,5,6,3,3,4,4,3,0,3,2,0,2,3,1,1,1,2,3,3,0,10,4,1,2,2,2,3,4,2,1,2,1,1,3,3,3,2,3,1,0,2,0,4,2,9,3
52,38,41,131,4,M,1,3,1,1,2,1,1,2,2,1,2,2,2,2,1,2,3,2,0,0,2,3,1,2,1,3,3,2,4,4,1,2,4,2,1,1,1,0,1,4,1,1,1,1,2,2,1,6,2,0,2,2,0,0,1,2,2,2,1,1,1,1,2,2,3,1,2,2,0,3,1,8,2
57,40,42,139,5,M,1,3,1,1,2,0,4,4,1,1,5,3,4,3,1,0,2,0,1,3,3,4,2,1,1,0,2,2,2,2,1,4,3,2,1,2,1,0,1,3,1,1,2,1,4,4,1,4,2,0,2,2,2,2,0,2,0,2,0,1,1,,3,2,4,1,2,2,1,4,1,5,3
64,50,49,163,6,M,1,2,1,0,2,0,2,2,2,1,5,3,4,3,1,2,3,2,1,2,4,4,1,3,1,3,3,2,4,4,1,2,2,2,1,3,2,1,3,4,1,1,2,2,5,2,2,6,4,2,2,2,2,2,5,1,2,2,1,1,2,1,3,2,3,1,0,2,0,2,2,6,3
59,42,38,139,5,M,1,3,1,1,2,0,2,2,2,2,4,2,4,3,1,2,2,0,0,5,2,4,0,3,1,0,3,3,4,4,2,3,3,1,1,3,1,2,1,2,1,1,1,2,1,3,1,7,2,1,2,2,0,0,0,2,1,2,1,1,0,1,3,2,3,1,2,2,0,3,2,4,3
88,62,53,203,9,F,1,3,1,1,2,1,4,4,3,2,7,4,2,3,1,2,3,2,2,5,8,4,2,2,1,3,3,6,6,3,4,4,3,2,1,3,3,1,3,2,1,2,2,2,5,4,3,10,4,0,2,2,1,2,5,0,2,1,1,1,3,4,3,2,4,1,2,2,0,2,0,9,4
53,44,45,142,5,M,1,3,1,0,0,1,1,2,1,1,3,3,1,3,1,2,3,2,0,1,4,3,1,3,1,0,3,3,5,1,3,4,4,0,1,1,0,0,1,4,1,1,2,0,4,4,0,10,3,0,2,1,0,1,2,2,2,2,1,1,3,1,2,2,4,1,2,2,0,4,2,5,3
23,23,26,72,2,F,1,1,1,0,0,0,,,2,0,2,2,1,2,1,0,2,0,0,,3,0,,0,1,1,3,,0,1,0,2,1,0,1,1,1,0,0,2,1,0,0,1,2,0,0,7,3,1,1,,0,0,0,2,1,1,0,1,0,0,1,1,2,1,2,2,0,0,0,7,3
29,21,25,75,2,M,1,2,1,0,1,,1,4,0,0,,,2,4,1,0,3,1,,,,,,,1,2,2,,3,2,0,2,2,,1,0,0,0,1,0,1,0,,0,0,3,0,6,3,0,1,0,0,2,3,2,1,0,1,1,1,2,3,2,3,1,,2,0,0,0,,
53,33,41,127,4,M,1,3,1,1,2,1,0,2,0,0,4,3,4,3,1,1,3,2,,1,3,4,1,0,1,0,3,2,6,2,0,3,3,1,1,1,1,0,2,1,1,1,4,1,3,1,1,3,3,0,2,2,2,1,0,2,1,2,0,1,1,1,3,1,4,1,0,2,0,2,1,9,3
56,40,38,134,4,M,1,3,1,0,2,1,,2,2,1,5,4,1,4,1,2,3,2,0,1,5,4,1,1,1,,3,1,4,1,0,3,4,1,1,3,0,0,2,3,1,0,2,1,2,4,2,6,4,0,1,2,0,1,0,2,1,2,1,1,1,,2,2,3,0,2,2,0,3,1,8,3
42,29,13,84,2,M,1,3,1,0,1,,,2,0,2,3,2,2,2,1,2,2,,0,1,4,2,1,1,1,0,3,1,4,2,2,4,4,3,1,1,0,0,1,3,1,1,2,0,2,2,0,,,0,,2,2,,0,1,1,1,0,1,1,,0,1,2,1,,,0,,,0,0
52,33,33,118,3,F,1,3,1,1,1,,0,2,3,2,4,3,1,2,1,2,3,0,0,0,3,2,0,2,1,1,3,5,5,0,0,4,2,1,0,1,0,2,1,5,1,1,1,1,2,2,1,5,3,0,2,2,0,0,2,2,1,1,1,1,0,1,3,2,3,0,,2,0,1,1,6,2
79,44,45,168,7,M,1,3,1,1,2,1,2,4,3,2,6,3,4,4,1,2,3,2,2,6,5,4,0,2,1,3,3,4,4,2,1,3,4,1,1,3,2,0,2,4,1,1,3,2,2,2,1,6,3,0,2,2,1,2,1,1,2,1,1,1,2,2,3,2,4,1,2,2,0,2,1,7,3
49,43,35,127,4,M,1,3,1,0,2,1,0,2,1,1,2,2,4,3,1,2,3,0,0,2,2,2,1,1,1,1,3,3,4,3,1,3,4,1,1,1,0,1,1,2,1,2,2,2,3,4,1,7,3,0,2,2,0,1,0,2,1,1,1,1,1,0,3,2,2,1,2,2,0,3,0,5,3
38,27,42,107,3,F,1,2,1,0,2,1,1,2,0,1,3,2,2,2,1,0,2,0,0,0,4,3,0,0,1,2,1,0,4,1,1,1,1,0,1,1,1,0,1,3,0,0,0,2,2,0,1,8,3,0,1,2,0,1,4,1,2,2,0,1,2,0,2,2,4,0,2,2,0,4,0,6,4
72,52,53,177,7,M,1,3,1,1,1,1,1,2,2,1,5,3,4,4,1,2,3,2,1,4,7,4,1,4,1,2,3,4,3,3,2,3,4,2,1,2,3,1,2,4,1,1,1,2,4,4,1,8,3,2,2,2,1,3,4,2,2,2,1,1,0,4,3,2,3,1,2,2,0,3,1,6,4
30,28,22,80,2,M,1,3,1,1,1,0,0,1,0,1,0,0,2,4,1,,2,0,,1,2,3,1,0,0,0,1,2,2,1,3,3,4,2,1,,0,0,2,3,1,1,,0,1,2,1,1,2,0,,1,,1,2,2,1,2,1,1,1,,1,2,3,1,2,0,0,1,0,,
27,35,25,87,2,F,1,3,0,1,0,,0,1,0,2,3,2,2,3,0,0,3,2,,,1,1,,0,1,0,1,,,0,1,3,3,,1,3,0,0,2,3,1,0,0,1,2,2,1,9,3,0,2,2,1,0,0,1,2,1,1,1,1,1,2,0,1,1,2,2,0,,0,2,2
54,37,41,132,4,M,1,2,1,1,2,1,0,4,2,0,5,3,4,3,1,0,3,0,1,1,4,2,1,0,1,1,3,4,3,3,1,1,4,3,1,1,0,1,2,4,1,1,2,1,1,2,0,5,3,0,2,2,1,2,2,2,2,1,1,1,2,1,3,2,3,0,2,2,0,2,1,4,3
58,37,40,135,4,F,1,3,1,0,0,1,0,2,2,2,6,3,4,2,1,2,3,0,0,4,4,4,1,2,1,2,2,2,3,2,3,4,1,0,1,3,1,1,1,4,1,0,0,1,2,4,1,5,2,0,2,2,1,2,3,2,3,2,1,1,1,0,3,1,2,1,2,2,0,2,0,4,3
54,45,37,136,4,F,1,3,1,1,0,0,0,2,3,1,1,2,2,2,1,2,3,0,1,2,5,3,2,1,1,1,3,5,5,3,1,4,4,2,1,2,2,0,2,4,1,1,0,2,1,1,0,10,4,0,1,2,0,1,2,1,1,2,1,1,1,2,3,2,3,1,,2,0,2,0,6,3
86,53,57,196,9,F,1,3,1,1,2,1,2,4,2,2,6,3,4,4,1,2,3,2,0,5,8,4,2,4,1,3,3,5,7,3,0,4,4,2,1,3,2,0,1,4,1,1,2,1,3,4,1,12,4,2,2,2,2,4,2,2,0,2,1,1,2,3,3,2,4,1,2,2,0,5,3,7,3
38,39,33,110,3,F,1,2,1,1,0,0,2,1,0,2,4,3,0,3,1,1,2,0,0,1,2,3,0,1,1,1,2,2,1,1,3,2,4,1,1,3,0,1,1,4,1,0,0,1,3,3,1,6,3,0,2,2,0,3,0,2,1,2,1,1,2,0,1,2,1,1,2,2,1,0,2,3,2
56,37,45,138,5,F,1,3,1,0,1,1,4,4,2,1,3,3,2,4,0,1,3,1,0,1,3,4,2,0,0,0,3,4,4,1,1,2,1,1,1,2,2,0,2,2,1,1,0,1,3,4,1,8,3,0,2,2,1,0,1,2,1,1,1,1,2,2,1,2,3,1,2,2,1,4,1,8,4
41,39,39,119,3,F,1,2,1,0,0,1,0,2,0,1,2,2,2,4,1,2,2,0,1,0,2,3,1,2,1,1,2,2,3,2,1,2,4,0,1,2,0,0,2,4,1,1,1,2,2,2,1,8,3,0,2,2,0,1,1,2,0,1,1,1,1,1,3,2,2,1,2,2,0,3,1,7,3
55,40,39,134,4,F,1,2,1,1,1,1,0,6,3,0,5,3,4,1,0,0,2,0,0,0,5,3,1,1,1,3,3,5,2,1,0,3,1,0,1,3,0,1,2,5,1,0,1,2,5,2,2,6,4,1,2,2,1,0,2,2,1,2,1,1,1,2,2,2,2,0,2,2,0,2,0,6,3
78,52,54,184,8,M,1,3,1,1,2,1,4,6,1,2,5,4,4,3,1,2,3,2,1,2,4,4,1,2,1,3,3,6,5,2,3,4,4,2,1,3,2,0,1,5,1,0,1,1,3,3,0,12,4,2,2,2,2,3,0,2,3,2,1,1,1,1,3,2,4,1,2,2,0,3,1,10,4
75,53,55,183,8,M,1,2,1,1,2,1,0,3,3,2,5,3,4,4,1,2,3,2,1,4,4,4,1,3,1,2,3,5,7,2,1,4,3,2,1,3,2,1,2,5,1,1,4,2,3,4,1,7,4,0,2,2,2,3,4,2,2,2,1,1,1,2,3,2,3,1,2,2,0,3,3,8,4
54,42,44,140,5,F,1,3,1,1,0,1,1,4,2,1,4,3,0,4,1,2,2,2,0,0,3,4,0,1,1,3,3,1,5,3,2,2,4,1,1,2,0,0,3,3,1,1,3,1,2,4,0,6,3,0,2,2,1,2,4,2,1,2,1,1,2,2,3,2,2,1,2,2,1,1,0,5,3
49,34,35,118,3,F,1,3,1,1,0,,,1,2,1,6,3,2,3,1,2,2,0,,1,5,1,1,1,1,3,3,,4,2,4,2,3,1,1,1,0,,2,2,0,0,1,2,2,3,0,4,4,0,2,2,0,1,1,1,0,2,1,1,1,1,1,2,3,1,2,2,0,3,0,5,3
59,47,53,159,6,F,1,2,1,1,2,1,0,2,2,2,5,3,4,3,1,2,3,0,2,3,3,3,1,1,1,2,2,2,4,2,2,4,1,3,1,1,0,1,2,4,1,1,2,2,5,3,3,6,3,1,2,2,1,2,4,2,1,2,1,1,2,3,2,2,4,1,2,2,1,4,2,6,3
67,50,43,160,6,F,1,3,1,1,2,0,0,4,2,0,4,3,4,2,1,2,3,0,2,0,4,4,2,4,1,4,3,5,5,5,4,2,4,2,1,1,2,0,2,2,1,1,0,0,4,3,2,10,4,0,2,2,1,1,4,1,1,2,1,1,2,1,3,2,3,1,2,2,0,0,2,5,4
73,56,50,179,8,M,1,3,1,1,1,1,2,2,0,2,4,3,4,4,1,2,3,2,2,5,5,4,2,4,1,0,3,6,4,3,3,4,4,3,1,1,1,1,1,4,1,1,4,2,1,4,1,12,4,1,,2,2,1,3,2,1,2,1,1,1,4,3,2,3,1,2,2,1,2,1,8,4
58,35,38,131,4,M,1,3,1,1,2,1,3,4,0,2,3,2,4,3,1,2,3,2,1,2,3,4,1,2,1,1,2,1,2,3,1,2,3,1,1,1,0,0,2,3,1,1,1,1,2,2,2,5,3,1,2,1,0,1,0,2,2,1,1,1,2,1,3,2,3,1,,2,1,3,1,4,3
51,33,38,122,3,M,1,3,1,1,1,1,2,3,0,0,4,3,4,2,1,2,3,0,2,1,2,4,1,0,1,0,2,4,2,0,1,4,3,1,1,2,0,1,1,0,1,0,2,1,3,4,1,5,2,,2,2,1,0,3,1,1,2,0,1,1,2,2,1,4,1,1,0,0,2,0,8,3
6,2,12,20,U,M,1,2,,0,,,,,,,,,0,2,,,,0,,,,0,0,,1,0,,,0,1,1,,0,,0,,,,,,0,,,,,,,,,0,,0,0,0,,1,0,1,1,1,1,0,1,1,0,0,1,2,0,0,,1,1
66,49,54,169,7,F,1,3,1,1,1,1,0,2,3,1,5,3,4,3,1,0,3,2,1,4,7,4,1,1,1,0,3,6,3,1,1,2,4,3,1,3,0,0,1,2,1,1,2,2,4,4,3,10,4,1,2,2,1,4,6,1,2,2,0,1,2,3,3,2,4,1,2,2,0,3,1,6,3
49,38,38,125,4,M,1,2,1,1,1,1,,2,0,1,4,3,4,3,1,2,2,2,0,2,2,3,2,0,1,0,2,4,2,2,2,3,4,1,1,1,1,0,1,3,1,0,1,1,2,2,1,8,3,0,2,1,1,,1,2,1,2,1,1,1,2,2,2,2,1,2,2,1,2,0,6,3
77,49,52,178,7,M,1,3,1,1,2,1,0,4,3,1,7,3,4,3,1,2,3,2,2,5,5,4,2,2,1,3,3,3,5,3,2,4,4,0,1,3,1,0,1,4,1,2,1,1,4,2,1,10,4,0,2,2,0,2,1,2,2,2,1,1,3,4,2,2,3,1,2,2,0,3,1,11,3
41,33,42,116,3,M,1,3,1,0,0,1,0,2,1,1,3,2,2,2,1,2,2,2,0,0,2,4,1,1,1,2,2,2,,1,1,2,3,2,1,2,0,0,0,3,0,1,1,1,4,1,1,5,4,1,2,2,1,1,3,2,0,2,1,1,0,0,3,2,3,1,2,2,0,2,2,5,4
58,55,42,155,6,M,1,3,1,0,1,1,1,3,2,0,4,3,4,2,1,2,2,2,1,2,6,2,1,2,1,2,3,2,3,4,4,4,4,2,1,3,2,1,2,4,1,0,3,2,2,4,0,9,3,1,2,2,1,1,0,2,1,2,1,1,2,2,2,2,2,1,2,2,1,3,1,5,3
58,44,37,139,5,M,1,3,1,1,2,1,1,4,3,2,4,2,2,4,1,1,2,2,0,2,4,4,2,1,1,0,3,2,2,3,2,3,4,3,1,1,1,2,2,3,1,1,3,2,3,2,0,5,2,0,1,2,1,1,2,0,0,1,1,1,1,1,3,2,4,1,,2,0,2,2,5,4
37,32,29,98,3,F,1,1,1,1,1,,0,3,1,0,1,1,4,4,1,1,2,,0,0,1,1,1,,0,2,3,2,4,3,2,2,2,0,1,2,1,0,2,3,1,0,0,1,3,1,2,3,3,0,2,2,0,0,0,2,1,2,1,0,1,1,2,1,2,0,2,2,0,3,0,3,2
52,35,36,123,3,M,1,3,1,1,1,1,1,2,2,1,4,2,4,4,1,0,3,0,2,1,4,3,1,0,1,0,3,2,3,2,1,3,4,0,1,3,0,2,2,1,1,1,0,1,2,2,2,5,2,1,2,2,1,0,,2,2,2,1,0,0,2,3,2,2,1,2,2,0,1,1,4,3
51,46,48,145,5,M,1,3,1,1,1,1,0,2,2,2,5,3,2,4,1,2,2,0,2,0,4,2,1,,1,1,1,1,5,3,1,3,4,0,1,3,1,2,1,3,1,1,1,1,4,3,3,7,3,2,2,2,1,2,2,2,0,2,0,1,2,2,3,2,4,1,1,1,1,2,2,8,3
37,14,2,53,1,M,1,2,1,1,1,0,,2,0,1,0,0,2,4,1,0,3,0,0,2,3,1,1,3,1,,3,2,2,1,1,3,3,3,1,,0,,,2,,,,,,,,,0,0,2,0,,,,,,,,,,,,,,,0,,,,,0,0
72,61,58,191,8,F,1,3,1,1,1,1,1,4,2,2,4,2,4,3,1,2,3,0,2,6,4,3,0,4,1,2,3,4,7,4,4,4,4,1,1,3,2,0,1,6,1,1,2,2,3,4,3,12,3,1,2,2,2,2,3,2,3,2,1,1,3,2,3,2,3,1,2,2,0,6,1,8,4
45,34,41,120,3,F,1,3,1,1,0,,0,5,2,0,4,3,4,2,1,2,3,,,,0,4,2,,1,1,1,2,2,2,0,4,3,0,1,3,0,1,2,0,1,,1,1,4,2,1,5,3,0,2,2,0,2,0,2,0,2,1,1,1,,3,2,2,1,2,2,0,2,1,9,4
68,43,49,160,6,M,1,3,1,1,0,1,3,4,1,2,7,3,4,3,1,2,2,2,0,2,4,3,2,1,1,2,3,4,5,2,3,3,4,2,1,2,0,1,1,3,1,1,0,2,4,2,2,6,3,0,2,2,1,2,3,1,1,2,0,1,2,1,3,2,4,1,2,2,1,3,2,7,4
76,54,38,168,7,F,1,3,1,1,2,1,2,5,3,1,6,3,2,2,1,2,3,2,2,6,6,4,1,2,1,2,3,5,3,3,1,3,4,3,1,2,1,0,3,4,1,1,3,2,1,3,2,12,4,0,2,2,0,2,2,2,0,2,1,1,1,0,3,2,4,1,,2,1,0,1,6,3
61,41,40,142,5,M,1,3,1,1,2,1,4,1,0,2,4,3,4,4,1,2,3,2,0,5,3,4,0,1,1,2,1,2,3,3,1,3,4,1,1,2,0,0,1,4,1,1,0,2,5,3,0,6,3,0,2,2,0,1,3,1,3,2,1,1,2,1,2,2,2,1,2,2,0,2,0,4,4
75,57,60,192,8,F,1,3,1,1,2,1,0,4,3,1,6,4,4,4,1,2,3,2,0,5,3,3,0,2,1,4,3,6,5,3,1,4,4,3,1,3,2,1,3,4,1,1,2,0,4,4,2,10,4,1,2,2,2,0,4,2,2,2,1,1,3,3,3,2,4,1,2,2,0,5,3,10,3
16,23,24,63,2,F,0,2,1,0,0,0,,0,1,1,0,0,0,1,1,2,2,0,,0,0,1,0,0,1,0,2,0,1,1,1,3,1,0,1,1,0,0,0,2,1,0,1,0,2,0,0,6,3,0,2,2,0,0,,1,1,1,1,1,1,,1,1,0,1,2,0,,0,1,5,3
62,45,46,153,6,M,1,3,1,0,2,1,0,4,2,1,5,3,4,3,1,2,3,2,0,2,4,3,2,2,1,1,3,4,2,3,1,4,4,2,1,3,0,0,1,2,1,0,0,2,4,4,0,9,4,0,2,2,0,1,0,2,3,2,1,1,2,1,3,2,3,1,2,1,0,3,1,9,4
28,16,19,63,2,M,1,2,1,,2,,,0,0,1,2,2,1,3,,,3,,0,,,2,1,,1,0,0,2,4,0,1,,1,0,1,,2,,2,2,0,0,,0,3,,,2,2,0,,,,0,,0,0,2,1,0,0,,3,2,2,0,,2,0,2,0,3,2
22,19,17,58,1,M,1,3,1,1,0,,,0,1,0,,,2,4,,0,3,,,,,4,,1,1,,0,,,5,1,2,4,1,1,1,0,1,1,,0,,,1,0,1,,,0,,2,2,,,,1,,1,1,1,,,3,,2,0,2,2,,,0,,
57,47,41,145,5,F,1,3,1,1,1,1,1,2,0,0,4,3,4,4,1,2,2,2,2,4,2,4,1,2,1,0,3,3,2,3,1,1,4,2,1,3,2,0,1,4,1,1,3,0,3,4,1,9,3,1,2,2,1,2,2,2,0,2,1,1,1,1,3,2,2,1,2,2,0,2,0,6,3
51,37,41,129,4,F,1,3,1,1,0,0,0,2,2,0,4,3,4,3,1,2,2,2,0,1,3,4,2,0,1,0,3,2,4,1,0,2,3,2,1,3,0,0,0,4,1,1,2,2,3,3,0,6,3,1,2,2,0,1,3,1,2,1,1,1,2,1,3,2,3,0,2,2,0,1,0,6,4
37,28,12,77,2,M,1,2,1,0,1,1,,3,0,1,3,2,4,3,0,2,2,0,0,0,2,3,1,,1,0,0,,4,1,1,1,4,1,1,1,1,1,0,3,1,1,0,1,1,2,,4,3,0,0,,,1,0,2,0,1,0,1,0,,2,1,0,0,,2,0,0,0,1,1
39,29,23,91,2,F,1,3,1,1,0,0,,0,1,2,4,3,4,4,1,1,2,2,0,1,2,0,1,1,1,0,1,0,2,0,2,3,4,0,1,1,0,0,1,3,1,0,0,2,2,0,1,5,3,0,2,1,0,1,1,2,1,1,1,1,1,,2,2,3,0,2,2,0,0,0,,
54,35,43,132,4,M,1,2,1,0,0,0,1,3,3,0,4,3,4,4,1,2,3,1,1,3,2,2,1,1,1,0,2,3,5,3,3,4,3,1,0,2,1,1,2,3,1,1,0,0,2,0,0,5,3,0,2,2,0,2,2,2,1,2,1,1,1,2,3,2,2,1,2,2,0,2,1,7,3
45,32,42,119,3,M,1,3,1,0,1,1,,4,2,0,4,3,1,3,1,2,2,2,1,3,1,2,0,,1,1,3,2,,3,2,2,4,1,1,1,,0,1,,1,1,,1,3,1,0,6,4,0,2,2,1,4,1,2,2,1,1,1,1,,3,2,2,1,2,2,1,2,0,5,4
64,41,45,150,5,F,1,3,1,1,0,1,1,3,2,0,4,3,4,3,1,2,2,2,0,5,4,3,2,2,1,3,3,3,4,4,4,4,4,1,1,1,0,0,1,0,1,1,0,0,2,4,2,8,3,0,2,2,1,0,4,2,1,1,1,1,4,1,2,2,4,1,2,2,0,2,1,6,3
68,49,43,160,6,M,1,3,1,1,1,1,1,4,3,2,7,3,4,3,1,2,3,2,0,1,5,4,1,0,1,2,1,4,6,2,3,3,4,2,1,3,0,0,1,5,1,1,2,1,3,2,2,10,3,0,1,2,0,1,4,2,2,1,1,1,1,2,3,2,3,1,1,2,0,3,1,5,4
70,47,42,159,6,M,1,3,1,1,2,1,1,5,3,2,4,3,4,2,1,2,3,2,1,3,4,4,0,3,1,3,1,3,6,2,2,3,4,2,1,3,0,0,1,3,1,1,2,2,4,0,1,11,4,1,2,2,1,1,1,2,2,2,1,1,2,0,3,2,2,1,2,2,0,2,2,5,3
47,35,32,114,3,F,1,3,1,0,1,0,3,2,0,0,1,2,4,4,,0,3,2,0,1,2,3,0,3,1,3,0,5,2,3,0,4,4,2,1,0,0,1,1,5,1,1,3,1,2,0,2,2,2,1,2,0,0,2,0,2,4,2,0,1,2,0,0,1,2,1,,2,0,2,1,4,3
40,34,38,112,3,M,1,3,1,0,2,0,0,2,2,0,3,2,0,2,,1,3,0,0,0,2,1,1,1,1,1,3,4,4,3,1,2,4,2,1,1,0,0,1,3,1,0,0,1,1,4,1,5,3,1,2,2,0,1,3,0,1,1,1,1,1,2,2,2,3,1,2,2,0,1,0,5,4
